title,contents,page_url,char_count,word_count
Which servers can you submit jobs from?,"Jobs can be submitted to Slurm from the following Sci machines:
sci1.jasmin.ac.uk 
sci2.jasmin.ac.uk 
sci3.jasmin.ac.uk 
sci4.jasmin.ac.uk 
sci5.jasmin.ac.uk 
sci6.jasmin.ac.uk 
sci8.jasmin.ac.uk
",https://help.jasmin.ac.uk/docs/batch-computing/how-to-submit-a-job#which-servers-can-you-submit-jobs-from?,196,18
Method 1: Submit via a Slurm job script,"The Slurm job submission command is:
{{<command user=""user"" host=""sci1"">}}
sbatch myjobscript
{{</command>}}
The job script is a Bash script of user's application and includes a list of
Slurm directives, prefixed with `#SBATCH` as shown in this example:
#!/bin/bash 
#SBATCH --partition=short-serial 
#SBATCH -o %j.out 
#SBATCH -e %j.err
#SBATCH --time=05:00
# executable 
sleep 5m
For job specification of resources please refer to Table 2 of the help article
[LSF to Slurm quick reference]({{< ref ""lsf-to-slurm-quick-reference"" >}})
",https://help.jasmin.ac.uk/docs/batch-computing/how-to-submit-a-job#method-1:-submit-via-a-slurm-job-script,536,74
Method 2: Submit via command-line options,"If you have an existing script, written in any language, that you wish to
submit to LOTUS then you can do so by providing Slurm directives as command-
line arguments. For example, if you have a script ""my-script.py"" that takes a
single argument ""-f <filepath>"", you can submit it using ""sbatch"" as follows:
sbatch -p short-serial -t 03:00 -o job01.out -e job01.err my-script.py -f myfile.txt
This approach allows you to submit jobs without writing additional job scripts
to wrap your existing code.
",https://help.jasmin.ac.uk/docs/batch-computing/how-to-submit-a-job#method-2:-submit-via-command-line-options,499,82
Method 3: Submit an interactive session via salloc,"Testing a job on LOTUS can be carried out in an interactive manner by
obtaining a Slurm job allocation or resources (a set of nodes) via the Slurm
command `salloc` . The code/application is executed and the allocation are
released after a specific time -default 1 hour - when the testing is finished.
There are two ways:
",https://help.jasmin.ac.uk/docs/batch-computing/how-to-submit-a-job#method-3:-submit-an-interactive-session-via-salloc,321,57
Interactive execution with pseudo-shell terminal on the compute LOTUS node,"The job is executed on the LOTUS compute node by invoking the Slurm command
srun after allocating resources with `salloc`. See example below.
salloc -p par-single --ntasks-per-node=2
salloc: Pending job allocation 23506
salloc: job 23506 queued and waiting for resources
salloc: job 23506 has been allocated resources
salloc: Granted job allocation 23506
The job allocation ID 23506 has 2 CPUs on the compute node host580 as shown
below:
squeue -u train001-o""%.18i %.9P %.11j %.8u %.2t %.10M %.6D %.6C %R""
JOBID PARTITION        NAME        USER   ST       TIME  NODES   CPUS NODELIST(REASON)
23506 par-singl    interactive   usertest  R       1:32      1      2 host580
To launch an interactive shell session on the compute node host580, use the
following srun command (from a sci server).
srun --pty /bin/bash
@host580 ~]$
",https://help.jasmin.ac.uk/docs/batch-computing/how-to-submit-a-job#interactive-execution-with-pseudo-shell-terminal-on-the-compute-lotus-node,825,122
Interactive execution with no shell,"A code/application can be executed on the LOTUS compute node without a shell
session on the node itself. For example the command 'hostname' is executed
twice as there are 2 CPUs and this outputs the name of the node
srun hostname
host580.jc.rl.ac.uk
host580.jc.rl.ac.uk
",https://help.jasmin.ac.uk/docs/batch-computing/how-to-submit-a-job#interactive-execution-with-no-shell,270,43
Job array submission,"Job arrays are groups of jobs with the same executable and resource
requirements, but different input files. Job arrays can be submitted,
controlled, and monitored as a single unit or as individual jobs or groups of
jobs. Each job submitted from a job array shares the same job ID as the job
array and is uniquely referenced using an array index. This approach is useful
for ‘high throughput' tasks, for example where you want to run your simulation
with different driving data or run the same processing task on multiple data
files.
Important note: The maximum job array size that Slurm is configured for is
MaxArraySize = 10000. If a Job array of size is greater than 10000 is
submitted, Slurm will reject the job submission with the following error
message: ""Job array index too large. Job not submitted.""
Taking a simple R submission script as an example:
#!/bin/bash 
#SBATCH --partition=short-serial 
#SBATCH --job-name=myRtest
#SBATCH -o %j.out 
#SBATCH -e %j.err 
#SBATCH --time=30:00
module add jasr
Rscript TestRFile.R dataset1.csv
If you want to run the same script `TestRFile.R ` with input file `dataset2.csv` through  to `dataset10.csv`, you could create and submit a job script for each dataset. However, by setting up an array job, you could create and submit a single job script.
The corresponding job array script to process 10 input files in a single job
submission would look something like this:
#!/bin/bash 
#SBATCH --partition=short-serial 
#SBATCH --job-name=myRarray
#SBATCH -o %A_%a.out
#SBATCH -e %A_%a.err
#SBATCH --time=30:00
#SBATCH --array=1-10
module add jasr
Rscript TestRFile.R datset${Slurm_ARRAY_TASK_ID}.csv
Here the important differences are :
- The array is created by Slurm directive `--array=1-10` by including elements numbered `[1-10]`to represent our 10 variations
- The error and output file have the array  index `%a` included  in the name and `%A` is the job ID.
- The environment variable `$Slurm_ARRAY_TASK_ID` in the `Rscript` command is expanded to give the job index
When the job is submitted, Slurm will create 10 tasks under the single job
ID. The job array script is submitted in the usual way:
sbatch myRarray.sbatch
If you use  the `squeue -u <username>` command  to list your active jobs, you
will see 10 tasks with the same Job ID. The tasks can be distinguished by  the
`[index] ` e.g. jobID_index. Note that individual tasks may be allocated to a
range of different hosts on LOTUS.
",https://help.jasmin.ac.uk/docs/batch-computing/how-to-submit-a-job#job-array-submission,2443,389
How to submit an MPI parallel job,"This article explains the submission of an MPI parallel job to Slurm/ LOTUS.
",https://help.jasmin.ac.uk/docs/batch-computing/how-to-submit-an-mpi-parallel-job,77,13
What is an MPI parallel job?,"An MPI parallel job runs on more than one core and more than one host using
the Message Passing Interface (MPI) library for communication between all
cores. A simple script, such as the one given below ""my_script_name.sbatch  ""
#!/bin/bash
#SBATCH -p par-multi
#SBATCH -n 36
#SBATCH -t 30
#SBATCH -o %j.log
#SBATCH -e %j.err
# Load a module for the gcc OpenMPI library  (needed for mpi_myname.exe)
module load eb/OpenMPI/gcc/4.0.0
# Start the job running using OpenMPI's ""mpirun"" job launcher
mpirun ./mpi_myname.exe
`-n` refers to the number of processors or cores you wish to run on. The rest
of  the `#SBATCH` input  options, and many more besides, can be found in  the
`sbatch` manual  page or in the related articles. You must only use the par-
multi queue for parallel jobs using MPI.
For those familiar with LOTUS running Platform MPI and Platform LSF, please
note that the job is started using the OpenMPI native ""mpirun"" command not the
""mpirun.lotus"" wrapper script that was previously required. We have provided
an mpirun.lotus script for backward compatiblity but it just runs the native
mpirun
To submit the job, do not run the script, but rather use it as the standard
input to sbatch, like so:
sbatch --exclusive my_script_name.sbatch
The `--exclusive` flag  is used to group the parallel jobs onto hosts which
are allocated only to run this job. This ensures the best MPI communication
consistency and bandwidth/latency for the job and ensures no interference from
other users' jobs that might otherwise be running on those hosts.
",https://help.jasmin.ac.uk/docs/batch-computing/how-to-submit-an-mpi-parallel-job#what-is-an-mpi-parallel-job?,1547,253
MPI implementation and Slurm,"The OpenMPI library is the only supported MPI library on the cluster. OpenMPI
v3.1.1 and v4.0.0 are provided which are fully MPI3 compliant. MPI I/O
features are fully supported *only* on the LOTUS /work/scratch-pw* volumes as
these use a Panasas fully parallel file system. The MPI implementation on
CentOS7 LOTUS/Slurm is available via the module environment for each compiler
as listed below:
eb/OpenMPI/gcc/3.1.1 
eb/OpenMPI/gcc/4.0.0       
eb/OpenMPI/intel/3.1.1
**Note:** OPenMPI Intel compiler is due shortly as is 4.0.3  
",https://help.jasmin.ac.uk/docs/batch-computing/how-to-submit-an-mpi-parallel-job#mpi-implementation-and-slurm,531,75
Parallel MPI compiler with OpenMPI,"Compile and link to OpenMPI libraries using the mpif90, mpif77, mpicc, mpiCC
wrapper scripts which are in the default unix path. The scripts will detect
which compiler you are using (Gnu, Intel) by the compiler environment loaded
and add the relevant compiler library switches. For example:
module load intel/20.0.0
module load eb/OpenMPI/intel/3.1.1
mpif90
will use the Intel Fortran compiler `ifort` and OpenMPI/3.1.1.  Whereas
module load eb/OpenMPI/gcc/3.1.1
mpicc
will call the GNU C compiler `gcc` and  OpenMPI/3.1.1.
The OpenMPI User Guides can be found at <https://www.open-mpi.org/doc/>.
",https://help.jasmin.ac.uk/docs/batch-computing/how-to-submit-an-mpi-parallel-job#parallel-mpi-compiler-with-openmpi,597,85
Current cluster specification,"LOTUS is a cluster of over 300 nodes/hosts and 19000 CPU cores. A node/host is
an individual computer in the cluster with more than 1 processor. Each
node/host belongs to a specific host group. The number of processors (CPUs or
cores) per host is listed in Table 1 with the corresponding processor model
and the size of the physical memory RAM available per node/host.
**Table 1**. LOTUS cluster specification
**Current** host groups
Host group name |  Number of nodes/hosts  |  Processor model |  CPUs per host |  RAM 
---|---|---|---|---  
broadwell256G  |  37  |  Intel Xeon E5-2640-v4 ""Broadwell""  |  20  |  256 GB  
skylake348G  |  151  |  Intel Xeon Gold-5118 ""Skylake""  |  24  |  348 GB  
epyctwo1024G  | 200  |  AMD  |  48  |  1024 GB | 
{.table .table-striped}
",https://help.jasmin.ac.uk/docs/batch-computing/lotus-cluster-specification#current-cluster-specification,770,128
Selection of specific processor model,"To select a node/host with a specific processor model and memory, add the
following Slurm directive to your job script 
#SBATCH --constraint=""<host-group-name>""
For example 
#SBATCH --constraint=""skylake348G""
{{< alert type=""info"" >}}
Further notes
`intel` and `amd` node types are defined in the Slurm configuration as a feature:
- For any Intel node type use `#SBATCH --constraint=""intel""`
- For a specific Intel CPU model use the host group name (see Table 1)
  - e.g. `#SBATCH --constraint=""skylake348G""`
- For AMD use ` #SBATCH --constraint=""amd""`
- There are 10 nodes of node type `skylake348G` with SSD disk mounted on /tmp 
- LOTUS nodes of node type `epyctwo1024` are not available yet on the `par-multi` queue
{{< /alert >}}
{{< alert type=""danger"" >}}
If you choose to compile code for specific architectures, do not expect it to run elsewhere in the system.
{{< /alert >}}
",https://help.jasmin.ac.uk/docs/batch-computing/lotus-cluster-specification#selection-of-specific-processor-model,885,140
Retired host groups no longer in use,"(For reference only)
Host group name |  Number of nodes/hosts |  Processor model |  CPUs per host |  RAM  
---|---|---|---|---  
~~haswell256G~~ |  ~~7~~ retired |  ~~Intel Xeon E5-2650-v3 ""Haswell""~~  |  ~~20~~  | ~~256 GB~~
~~ivybridge2000G~~  |  ~~3~~  -retired |  ~~Intel Xeon E7-4860-v2 ""Ivy Bridge""~~  |  ~~48~~  | ~~2048 GB~~
{.table .table-striped}
",https://help.jasmin.ac.uk/docs/batch-computing/lotus-cluster-specification#retired-host-groups-no-longer-in-use,357,51
LOTUS overview,"This article gives an overview of the LOTUS batch computing cluster which is
part of JASMIN. It covers:
- What LOTUS is and what it can be used for
- Where LOTUS can be accessed from
",https://help.jasmin.ac.uk/docs/batch-computing/lotus-overview,183,36
What is LOTUS,"LOTUS is not, in itself, a High-Performance Computing (HPC) facility, but
provides the batch and parallel processing component of the JASMIN data-
intensive scientific analysis environment. LOTUS is a cluster of physical
machines, running the [Slurm workload manager]({{< ref ""slurm-scheduler-overview"" >}}), enabling efficient scheduling of larger data analysis tasks
across nodes in the cluster as a single unit -see Figure 1.
Each node in the
cluster is connected by 10Gbit/s Ethernet to JASMIN's high-performance
40Gbit/s core network. Although not its primary function, LOTUS also
facilitates MPI-based parallel processing.
JASMIN provides both interactive and batch computing environments,
recognising  that scientists often need to develop and test workflows
interactively before running those workflows efficiently at scale. Nodes
within LOTUS run the same stack of software and can access the same high-
performance storage as the JASMIN Scientific Analysis servers, ensuring a
consistent working environment for all phases of users' workflows.
See [LOTUS Hardware]({{< ref ""lotus-cluster-specification"" >}}) for details of
the current LOTUS environment summarised in this schematic presentation
**Figure 1** shows a schematic presentation of the LOTUS cluster and its
environment
{{< image src=""img/docs/lotus-overview/file-QPxolXD1Tu.png"" caption=""LOTUS schematic"" >}}
",https://help.jasmin.ac.uk/docs/batch-computing/lotus-overview#what-is-lotus,1380,185
When to use LOTUS,"LOTUS is ideally suited to workflows which need to process or compare entire
datasets, stored either in Group Workspaces or in the CEDA archives. The
latter are directly accessible read-only so can be processed in-place without
the need to copy files. Intermediate working files (within batch jobs) should
be stored temporarily in `/work/scratch-pw*` and ` /work/scratch-nopw*`
volumes which are shared across the cluster, while persistent outputs can be
written efficiently to Group Workspaces and shared with collaborators for the
duration of a project.
See [Access to Storage]({{< ref path=""/docs/getting-started/storage"" >}}) for details about which file
systems are appropriate to use and how to access them.
LOTUS currently has around 19,000 cores, but is heavily used and implements a
fair-share scheduling system between users. It is not intended as a substitute
for dedicated HPC facilities, rather as a complementary environment in which
model outputs can be analyzed and compared with observational data. Users with
large-scale compute-heavy requirements (in particular those requiring large-
scale parallel processing) should look to access other parts of the national
HPC infrastructure such as [ARCHER2](http://www.archer2.ac.uk/) or
[MONSooN](http://collab.metoffice.gov.uk/twiki/bin/view/Support/MONSooN).
In order to maintain a safe and reliable working environment for all within
LOTUS and more widely within JASMIN, users are expected to follow [the best
practice outlined in this documentation]({{< ref ""tips-for-new-users"" >}}).
",https://help.jasmin.ac.uk/docs/batch-computing/lotus-overview#when-to-use-lotus,1550,214
How to gain access to LOTUS,"LOTUS is accessible via the batch scheduler system SLURM that is running
across all JASMIN scientific analysis servers `sci[1-8].jasmin.ac.uk`.
From the above servers, it is possible to submit, monitor, and control batch
jobs using the SLURM commands.
Please note that if you have only recently requested access to [JASMIN login
services]({{< ref ""get-login-account"" >}}) and had this approved, there can
sometimes be a delay (typically up to a day, but in rare cases can be longer)
before the necessary configuration is created for you on LOTUS. You will not
be able to submit jobs to LOTUS queues until this has been completed.
Typically you would see an error message such as this, in this case after an
unsuccessful attempt to submit to the `short-serial` queue:
sbatch: error: Batch job submission failed: Invalid account or account/partition combination specified
If this occurs, please try again in 24 hours before contacting the JASMIN helpdesk.
",https://help.jasmin.ac.uk/docs/batch-computing/lotus-overview#how-to-gain-access-to-lotus,954,151
Slurm quick reference,"This article shows the Slurm commands and their equivalent to the LSF
scheduler (LSF was replaced by Slurm in September 2020): [this webinar](https://www.ceda.ac.uk/events/transitioning-to-slurm-webinar) gave details of the transition.
",https://help.jasmin.ac.uk/docs/batch-computing/lsf-to-slurm-quick-reference,236,28
The Slurm Scheduler,"[Slurm](https://slurm.schedmd.com/) is the job scheduler deployed on JASMIN. It
allows users to submit, monitor, and control jobs on the LOTUS (cpu) and ORCHID (gpu) clusters.
",https://help.jasmin.ac.uk/docs/batch-computing/lsf-to-slurm-quick-reference#the-slurm-scheduler,176,25
Essential LSF/Slurm commands,"**LSF** |  **Slurm** |  **Description**  
---|---|---  
bsub < _script_file_ |  sbatch _script_file_ |  Submit a job script to the scheduler  
bqueues  |  sinfo  |  Show available scheduling queues  
bjobs  |  squeue -u _\<username\>_ |  List user's pending and running jobs  
bsub -n 1 -q test -Is /bin/bash |  srun -n 1 -p test --pty /bin/bash  | Request an interactive session on LOTUS
{.table .table-striped}
",https://help.jasmin.ac.uk/docs/batch-computing/lsf-to-slurm-quick-reference#essential-lsf/slurm-commands,413,64
Job specification,"**LSF** |  **Slurm** |  **Description**  
---|---|---  
#BSUB  |  #SBATCH  |  Scheduler directive  
-q _queue_name_ |  \--partition=_queue_name or_ -p _queue_name_ |  Specify the scheduling queue   
-W _hh:mm:ss_ |  \--time=_hh:mm:ss_ or -t _hh:mm:ss_  |  Set the maximum runtime limit  
-We _hh:mm:ss_ |  \--time-min=_hh:mm:ss_  |  Set an estimated runtime  
-J _job_name_ |  \--job-name=_jobname_  |  Specify a name for the job  
-o _filename_, -e _filename_  |  \--output=_filename_ or  -o filename,  \--error=_filename_ or -e _filename_. The default file name is ""slurm-%j.out"", where ""%j""is replaced by the job ID | Standard job output and error output. Default append.
-oo/-eo _filename_  | **For job arrays** , the default file name is ""slurm-%A_%a.out"", ""%A"" is replaced by the job ID and ""%a"" with the array index. 
&#xfeff; | \--open-mode=append\|truncate  |  Write mode for error/output files .
%J |  %j  | Job ID for -oo/eo filename
%I |  %a | Job array index  
-R ""rusage[mem= _XXX_ ]"" |  \--mem=_XXX_ |  Memory XXX is required for the job. Default units are megabytes  
-J _job_name_ [index_list]  |  \--array= _index_  (e.g. --array=1-10) |  specify a job array  
-J _job_name_ [index_list]% _number-of-simultaneous-jobs_ |  \--array=index% _ArrayTaskThrottle_  _e.g._ \--array _=1-15%4_ will limit the number of simultaneously running tasks from this job array to 4 |  A maximum number of simultaneously running tasks from the job array may be specified using a ""%"" separator.  
-cwd directory  |  -D, --chdir=<directory> |  Set the working directory of the batch script to < _directory >_ before it is executed.   
-x  |  \--exclusive  |  Exclusive execution mode   
-w '_dependency_expression_'  |  \--dependency= _\<dependency_list\>_ |  Defer the start of this job until the specified dependencies have been satisfied completed   
-n _number-of-cores_ |  \--ntasks=_number-of-cores or -n_ _number-of-cores_ |  Number of CPU cores   
-m <host-group-name> |  \--constraint=""_\< host-group-name\>_""  |  To select a node with a specific processor model   
{.table .table-striped}
",https://help.jasmin.ac.uk/docs/batch-computing/lsf-to-slurm-quick-reference#job-specification,2096,296
Job control commands,"**LSF** |  **Slurm** |  **Description**  
---|---|---  
bkill _\<jobid\>_ |  scancel _\<jobid\>_ |  Kill a job  
bjobs -l _\<jobid\>_ |  scontrol show job _\<jobid\>_ |  Show details job information  
bmod _\<jobid\>_ |  scontrol update job _\<jobid\>_ |  Modify a pending job  
bkill 0  |  scancel --user=_\<username\>_ |  Kill all jobs owned by a user
{.table .table-striped}
",https://help.jasmin.ac.uk/docs/batch-computing/lsf-to-slurm-quick-reference#job-control-commands,378,55
